id; similarity
15793; Belongs to the protein kinase superfamily., Contains protein kinase domain.
15794; None
15795; Belongs to the cytochrome P450 family.
15796; None
15797; None
15798; None
15799; None
15800; None
15801; Contains 0 F-box domain.
15802; None
15803; None
15804; Contains 0 basic helix-loop-helix (bHLH) domains.
15805; None
15806; None
15807; None
15808; None
15809; Belongs to the hexokinase family.
15810; Belongs to the UDP-glycosyltransferase family.
15811; None
15812; None
15813; None
15814; None
15815; Contains SCP domain.
15816; None
15817; None
15818; None
15819; None
15820; None
15821; None
15822; Contains Arf-GAP domain.
15823; None
15824; None
15825; Contains 0 thioredoxin domains.
15826; None
15827; None
15828; None
15829; None
15830; None
15831; None
15832; Belongs to the ABC transporter superfamily.
15833; Contains 0 F-box domain.
15834; None
15835; None
15836; None
15837; None
15838; Contains 0 BTB (POZ) domains.
15839; Contains 0 PPIase FKBP-type domains.
15840; None
15841; None
15842; None
15843; None
15844; None
15845; Belongs to the chalcone/stilbene synthases family.
15846; None
15847; None
15848; None
15849; Contains NAC domain.
15850; Belongs to the glycosyl hydrolase 27 family.
15851; None
15852; None
15853; None
15854; Contains 0 basic helix-loop-helix (bHLH) domains.
15855; None
15856; Contains protein kinase domain.
15857; None
15858; None
15859; None
15860; None
15861; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
15862; None
15863; Contains AP2/ERF DNA-binding domain.
15864; None
15865; None
15866; None
15867; None
15868; None
15869; None
15870; Contains 0 F-box domain.
15871; None
15872; None
15873; None
15874; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
15875; None
15876; None
15877; None
15878; None
15879; Belongs to the spermidine/spermine synthase family.
15880; None
15881; Contains 0 F-box domain.
15882; None
15883; Belongs to the thiolase family.
15884; None
15885; None
15886; None
15887; None
15888; None
15889; None
15890; None
15891; None
15892; Belongs to the ribosome-inactivating protein family.
15893; None
15894; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
15895; Belongs to the ribosomal protein L16P family.
15896; Contains USP domain.
15897; Belongs to the ABC transporter superfamily., Contains ABC transmembrane type-1 domains.
15898; Contains 0 reverse transcriptase domains.
15899; None
15900; None
15901; None
15902; None
15903; None
15904; Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family.
15905; None
15906; None
15907; None
15908; None
15909; None
15910; None
15911; None
15912; None
15913; None
15914; None
15915; None
15916; None
15917; None
15918; Contains 0 F-box domain.
15919; None
15920; None
15921; None
15922; Contains 0 reverse transcriptase domains.
15923; None
15924; None
15925; None
15926; Contains 0 F-box domain.
15927; None
15928; None
15929; None
15930; None
15931; None
15932; None
15933; Belongs to the DHHC palmitoyltransferase family., Contains 0 DHHC-type zinc fingers.
15934; None
15935; None
15936; None
15937; None
15938; None
15939; None
15940; None
15941; None
15942; None
15943; None
15944; None
15945; None
15946; None
15947; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
15948; None
15949; None
15950; None
15951; None
15952; None
15953; None
15954; Belongs to the FMO family.
15955; None
15956; None
15957; Belongs to the protein kinase superfamily.
15958; None
15959; None
15960; None
15961; None
15962; Belongs to the protein kinase superfamily.
15963; None
15964; None
15965; Belongs to the glycosyltransferase 8 family.
15966; None
15967; None
15968; None
15969; None
15970; None
15971; None
15972; None
15973; None
15974; Contains AP2/ERF DNA-binding domain.
15975; None
15976; None
15977; Belongs to the cytochrome P450 family.
15978; Belongs to the plant globin family.
15979; None
15980; None
15981; None
15982; None
15983; None
15984; None
15985; None
15986; None
15987; None
15988; None
15989; None
15990; Contains 0 reverse transcriptase domains.
15991; None
15992; None
15993; None
15994; Contains 0 basic helix-loop-helix (bHLH) domains.
15995; None
15996; Belongs to the cytochrome P450 family.
15997; None
15998; None
15999; None
16000; Contains 0 reverse transcriptase domains.
16001; None
16002; None
16003; None
16004; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
16005; None
16006; None
16007; None
16008; Belongs to the complex I 30 kDa subunit family.
16009; None
16010; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
16011; Contains 0 basic helix-loop-helix (bHLH) domains.
16012; None
16013; None
16014; None
16015; None
16016; None
16017; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
16018; None
16019; None
16020; None
16021; None
16022; None
16023; None
16024; None
16025; None
16026; None
16027; None
16028; None
16029; None
16030; None
16031; Contains 0 SET domains.
16032; None
16033; None
16034; None
16035; None
16036; None
16037; None
16038; Contains 0 basic helix-loop-helix (bHLH) domains.
16039; None
16040; None
16041; None
16042; Contains 0 F-box domain.
16043; Belongs to the beta-class carbonic anhydrase family.
16044; None
16045; None
16046; None
16047; None
16048; Belongs to the pyrroline-5-carboxylate reductase family.
16049; None
16050; None
16051; None
16052; None
16053; Belongs to the chalcone isomerase family.
16054; None
16055; Contains 0 reverse transcriptase domains.
16056; None
16057; None
16058; None
16059; None
16060; None
16061; None
16062; None
16063; None
16064; None
16065; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
16066; None
16067; None
16068; None
16069; None
16070; None
16071; Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
16072; Contains 0 F-box domain.
16073; None
16074; None
16075; Belongs to the protein kinase superfamily.
16076; None
16077; None
16078; None
16079; None
16080; None
16081; Belongs to the protein kinase superfamily.
16082; None
16083; None
16084; Belongs to the cytochrome P450 family.
16085; Contains PCI domain.
16086; Belongs to the glycosyltransferase 1 family. Bacterial/plant glycogen synthase subfamily.
16087; None
16088; None
16089; None
16090; None
16091; None
16092; None
16093; None
16094; None
16095; None
16096; None
16097; None
16098; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
16099; Contains protein kinase domain.
16100; None
16101; None
16102; Contains protein kinase domain.
16103; None
16104; None
16105; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
16106; Contains 0 F-box domain.
16107; Contains protein kinase domain.
16108; None
16109; Belongs to the glycosyl hydrolase 13 family.
16110; None
16111; None
16112; None
16113; None
16114; None
16115; None
16116; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family., Contains 0 kinesin motor domains.
16117; None
16118; None
16119; None
16120; None
16121; None
16122; Contains NAC domain.
16123; None
16124; Contains 0 F-box domain.
16125; None
16126; None
16127; Belongs to the ribose-phosphate pyrophosphokinase family.
16128; Contains 0 BTB (POZ) domains.
16129; None
16130; None
16131; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family.
16132; None
16133; None
16134; None
16135; None
16136; None
16137; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
16138; Contains SWIRM domain.
16139; Belongs to the glycosyl hydrolase 17 family.
16140; None
16141; Belongs to the protein kinase superfamily.
16142; None
16143; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
16144; Belongs to the heat shock protein 70 family.
16145; None
16146; None
16147; None
16148; Belongs to the ferredoxin--NADP reductase type 1 family.
16149; Contains 0 MADS-box domains.
16150; None
16151; Belongs to the non-lysosomal glucosylceramidase family.
16152; None
16153; Contains SCP domain.
16154; Belongs to the small GTPase superfamily. Rab family.
16155; Belongs to the UDP-glycosyltransferase family.
16156; None
16157; None
16158; None
16159; None
16160; None
16161; None
16162; None
16163; None
16164; None
16165; None
16166; Belongs to the oleosin family.
16167; None
16168; Contains AP2/ERF DNA-binding domain.
16169; Belongs to the cytochrome P450 family.
16170; None
16171; None
16172; None
16173; None
16174; None
16175; None
16176; None
16177; Belongs to the pectinesterase family.
16178; None
16179; None
16180; None
16181; Belongs to the CGI121/TPRKB family.
16182; None
16183; Belongs to the isocitrate and isopropylmalate dehydrogenases family.
16184; None
16185; None
16186; None
16187; None
16188; Contains 0 reverse transcriptase domains.
16189; Belongs to the chloride channel (TC 2.A.49) family., Contains 0 CBS domains.
16190; None
16191; None
16192; Belongs to the histone H4 family.
16193; None
16194; None
16195; None
16196; None
16197; None
16198; None
16199; None
16200; Contains 0 reverse transcriptase domains.
16201; None
16202; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family.
16203; None
16204; None
16205; Belongs to the ribosomal protein L13P family.
16206; None
16207; None
16208; None
16209; Belongs to the glycosyl hydrolase 28 family.
16210; None
16211; None
16212; None
16213; None
16214; None
16215; None
16216; None
16217; None
16218; None
16219; None
16220; None
16221; None
16222; None
16223; None
16224; None
16225; None
16226; None
16227; None
16228; None
16229; None
16230; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIIA subfamily.
16231; None
16232; None
16233; Contains 0 LIM zinc-binding domains.
16234; None
16235; None
16236; Belongs to the protein kinase superfamily.
16237; None
16238; None
16239; None
16240; None
16241; None
16242; None
16243; None
16244; None
16245; None
16246; None
16247; None
16248; None
16249; Contains myosin motor domain.
16250; None
16251; None
16252; None
16253; Contains NAC domain.
16254; None
16255; None
16256; None
16257; None
16258; Belongs to the RecA family.
16259; None
16260; None
16261; None
16262; None
16263; None
16264; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
16265; Belongs to the ABC transporter superfamily.
16266; None
16267; Belongs to the protein kinase superfamily.
16268; None
16269; None
16270; Contains 0 reverse transcriptase domains.
16271; None
16272; None
16273; None
16274; None
16275; None
16276; None
16277; Belongs to the E2F/DP family.
16278; None
16279; None
16280; None
16281; None
16282; None
16283; None
16284; None
16285; Belongs to the UDP-glycosyltransferase family.
16286; None
16287; Contains 0 Rieske domains.
16288; Belongs to the WD repeat KATNB1 family., Contains 6 WD repeats.
16289; None
16290; None
16291; None
16292; None
16293; None
16294; None
16295; None
16296; None
16297; None
16298; None
16299; None
16300; None
16301; None
16302; None
16303; None
16304; None
16305; None
16306; None
16307; None
16308; None
16309; None
16310; None
16311; None
16312; None
16313; None
16314; None
16315; Belongs to the ribosomal protein L13e family.
16316; None
16317; None
16318; Belongs to the glycosyl hydrolase 28 family.
16319; None
16320; None
16321; None
16322; None
16323; None
16324; None
16325; None
16326; None
16327; None
16328; None
16329; None
16330; None
16331; Belongs to the pyruvate kinase family.
16332; None
16333; None
16334; Contains 0 BTB (POZ) domains., Contains 0 MATH domains.
16335; Belongs to the UQCRH/QCR6 family.
16336; None
16337; Belongs to the protein kinase superfamily.
16338; None
16339; None
16340; None
16341; None
16342; None
16343; Belongs to the UDP-glycosyltransferase family.
16344; Belongs to the UDP-glycosyltransferase family.
16345; Belongs to the protein kinase superfamily.
16346; None
16347; None
16348; None
16349; None
16350; None
16351; None
16352; None
16353; None
16354; None
16355; None
16356; None
16357; None
16358; Contains 0 reticulon domains.
16359; None
16360; None
16361; None
16362; Belongs to the cytochrome P450 family.
16363; None
16364; Belongs to the ABC transporter superfamily.
16365; None
16366; None
16367; None
16368; None
16369; None
16370; None
16371; None
16372; None
16373; None
16374; None
16375; None
16376; None
16377; None
16378; None
16379; None
16380; None
16381; None
16382; None
16383; None
16384; None
16385; None
16386; None
16387; None
16388; Belongs to the peptidase T1A family.
16389; Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family.
16390; None
